Name,Age,City,Score,Hours_Study,Projects,Efficiency,Cluster,Recommendation
Stephanie Estrada,11,Rittermouth,6,4,1,1.5,Low,Не будь слабим. Збільшуй навчання!
Erin Gardner,13,Clarkburgh,12,5,3,2.4,Low,Не будь слабим. Збільшуй навчання!
Kenneth Thomas,17,Valdezhaven,4,5,1,0.8,High,Покращувати ефективність
Joshua Long,15,Port Brian,2,5,2,0.4,High,Покращувати ефективність
Angela Gonzales,11,Howellchester,10,2,2,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Nathan Colon,11,Susanshire,3,5,3,0.6,High,Покращувати ефективність
Julie Jacobs MD,16,South Lesliehaven,2,5,2,0.4,High,Покращувати ефективність
Brittney Campbell,12,Carlsonshire,1,3,3,0.3333333333333333,High,Покращувати ефективність
Jeffrey Black,14,Krystalburgh,2,3,1,0.6666666666666666,High,Покращувати ефективність
David Key,18,North Justin,10,3,1,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Dr. Rhonda Davis,14,Lake Jessicatown,10,2,2,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Christopher Davila,11,Kennethborough,5,3,1,1.6666666666666667,High,Покращувати ефективність
Maurice Harris,12,Taylortown,3,4,2,0.75,High,Покращувати ефективність
Danny Meyers,17,South Alan,5,1,2,5.0,Medium,Практикуй більше годин
Laura Clark MD,15,Rodriguezhaven,10,1,3,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Cheryl Scott,16,Lake Staceybury,8,4,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Michael Alvarado,15,Jacobview,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Shelley Moore,17,Watsonfurt,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Roger Hunter,11,Christopherfort,12,1,1,12.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Timothy Russell,14,Lake Melissa,2,1,2,2.0,High,Покращувати ефективність
Maxwell Diaz,18,Lake John,12,3,2,4.0,Low,Не будь слабим. Збільшуй навчання!
Alicia Hunt,16,East Jeffrey,12,1,3,12.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Steven Clarke,18,Emilystad,1,3,3,0.3333333333333333,High,Покращувати ефективність
Matthew Randolph,17,Jensenfurt,5,2,2,2.5,High,Покращувати ефективність
Jennifer Fox,10,New Davidside,2,2,3,1.0,High,Покращувати ефективність
Alexandra Gross,14,North Danaland,5,1,1,5.0,Medium,Практикуй більше годин
Christopher Wood,17,New Lauraport,6,2,2,3.0,High,Покращувати ефективність
David Caldwell,14,Scottland,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Mary Rodriguez,17,North Jamesfurt,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Tara Newton,16,East Debraland,8,2,1,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Aaron Carey,13,Aprilfurt,10,3,3,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Matthew Gray,10,South Jodifurt,8,3,3,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Carlos Ward,15,Williamsfurt,2,5,2,0.4,High,Покращувати ефективність
Corey Wheeler,10,West Barbara,5,2,3,2.5,High,Покращувати ефективність
John Douglas,18,Lake Christineton,3,5,2,0.6,High,Покращувати ефективність
Dan Mason,13,East Bradley,11,2,1,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
James Henderson,11,Port Brookeburgh,4,4,1,1.0,High,Покращувати ефективність
Holly Martin,15,South Williamborough,11,1,3,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Rebecca Mitchell,18,New Chadton,4,1,3,4.0,Medium,Практикуй більше годин
Stephanie Hill,16,Port Ronaldview,8,5,2,1.6,Low,Не будь слабим. Збільшуй навчання!
Tracy Campbell,17,Haleyville,6,4,2,1.5,Low,Не будь слабим. Збільшуй навчання!
Brian Hall,16,East Jenniferhaven,4,3,3,1.3333333333333333,High,Покращувати ефективність
Billy Davis,18,Matthewhaven,3,2,2,1.5,High,Покращувати ефективність
Hannah Burns,17,Toddview,4,4,2,1.0,High,Покращувати ефективність
Steve Stanton,14,Port Patrick,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
David Wallace,14,New Johnberg,5,4,3,1.25,High,Покращувати ефективність
Andrew Mccarty,10,Port Andrew,9,3,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Sharon Adams,14,Jodiville,10,3,2,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Brandon Weaver,11,North Tinaborough,7,2,1,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Justin Jordan,13,Kimberlymouth,3,1,2,3.0,High,Покращувати ефективність
Steve Hutchinson,16,Rogersfort,1,5,3,0.2,High,Покращувати ефективність
James Alvarez,18,North Jon,7,2,2,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Joshua Kemp,12,Woodardmouth,4,3,1,1.3333333333333333,High,Покращувати ефективність
Jenna Owen,18,East Pedrobury,7,3,3,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Nicole Escobar,18,Port Andrew,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Brendan Adams,18,Solisshire,3,4,3,0.75,High,Покращувати ефективність
Michael James,17,North Joseland,11,3,3,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Justin Gomez,11,Jeffreyton,10,4,1,2.5,Low,Не будь слабим. Збільшуй навчання!
Taylor Thompson,17,Tracyburgh,11,4,3,2.75,Low,Не будь слабим. Збільшуй навчання!
Sandra Murray,14,Frankhaven,12,3,2,4.0,Low,Не будь слабим. Збільшуй навчання!
Lance Roberts,11,New Jonathan,6,4,3,1.5,Low,Не будь слабим. Збільшуй навчання!
Harry Martin,12,North Erinside,2,1,2,2.0,High,Покращувати ефективність
Martha Ellis,14,West Williamtown,7,1,2,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Keith Alvarez,18,West Cindy,6,1,3,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Sergio Lewis,14,Robertfort,2,2,3,1.0,High,Покращувати ефективність
Joshua Russell,14,North Andrewtown,10,1,3,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Angela Mcbride,11,East Cheryl,4,4,2,1.0,High,Покращувати ефективність
Mr. Jesus Cortez,17,East Eric,5,2,1,2.5,High,Покращувати ефективність
Victoria Williams,14,East Christopherfurt,10,3,2,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Bryan Elliott,17,South Jessica,12,2,3,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Matthew Turner,18,Andrewfort,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Robert Brown,14,New Kristyburgh,6,4,3,1.5,Low,Не будь слабим. Збільшуй навчання!
Dennis Green,15,Wilsonmouth,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Jack Kaiser,11,Jessicaton,1,3,2,0.3333333333333333,High,Покращувати ефективність
Melissa Hardy,17,Danielstad,4,2,1,2.0,High,Покращувати ефективність
Lauren Paul,16,South Kathleen,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Lisa Acosta,18,East Crystalmouth,8,2,1,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Ernest Dunn,13,Sweeneyview,8,2,1,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Tony Henderson,11,Johnbury,6,5,2,1.2,Low,Не будь слабим. Збільшуй навчання!
Lindsay Young,13,Lake Gloriaview,1,2,2,0.5,High,Покращувати ефективність
Brandy Guzman,13,Lake Lisatown,5,4,2,1.25,High,Покращувати ефективність
Linda Stephens,12,East Michaelborough,4,3,3,1.3333333333333333,High,Покращувати ефективність
Richard Patterson,12,Jonathanport,3,3,2,1.0,High,Покращувати ефективність
Amanda Morales,18,Maryberg,4,3,1,1.3333333333333333,High,Покращувати ефективність
Ronald Davis,13,Matthewmouth,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Tracy Pacheco,13,Joshuaberg,2,3,3,0.6666666666666666,High,Покращувати ефективність
Jessica Bray,17,Richardview,2,1,2,2.0,High,Покращувати ефективність
Dr. Dorothy Cannon DVM,11,Morrisburgh,9,4,2,2.25,Low,Не будь слабим. Збільшуй навчання!
Kimberly Ware,17,Navarroton,4,1,1,4.0,High,Покращувати ефективність
Victoria Smith,11,Lake Michael,2,3,3,0.6666666666666666,High,Покращувати ефективність
Brittany Figueroa,17,Saramouth,5,2,3,2.5,High,Покращувати ефективність
Charles Doyle,16,East Robertfurt,4,1,1,4.0,High,Покращувати ефективність
Samantha Brown,10,Port Jasmine,4,4,1,1.0,High,Покращувати ефективність
Carla Brown,18,West Eric,9,5,2,1.8,Low,Не будь слабим. Збільшуй навчання!
Theresa Downs,13,South Adamshire,7,2,1,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Heidi Nguyen,14,South Richard,10,4,1,2.5,Low,Не будь слабим. Збільшуй навчання!
Willie Griffith,12,Hunterport,10,3,2,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Kristen Parks,10,West Ronaldmouth,4,1,2,4.0,High,Покращувати ефективність
Isaac Hammond,11,Brendaview,12,2,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Timothy Scott,18,Thomaston,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Cody Lee,15,Jonathanport,12,5,2,2.4,Low,Не будь слабим. Збільшуй навчання!
Matthew Conner,14,Mauriceside,9,5,1,1.8,Low,Не будь слабим. Збільшуй навчання!
Sonya Baxter,13,Port Ashlee,2,2,2,1.0,High,Покращувати ефективність
Brittany Richardson,17,North Corey,3,3,3,1.0,High,Покращувати ефективність
Karen Pierce,18,West Connor,6,3,1,2.0,High,Покращувати ефективність
Tracy Neal,15,Lake Valerieton,6,2,2,3.0,High,Покращувати ефективність
Joseph Howe,11,West Johnfort,3,2,2,1.5,High,Покращувати ефективність
David Berry,12,Gregoryshire,11,2,3,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Mrs. Theresa Price PhD,18,East Sherri,2,3,1,0.6666666666666666,High,Покращувати ефективність
Amanda Dominguez,10,New Jose,11,3,2,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Trevor Harrison,14,Port Laurabury,8,1,3,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Sheila Ward,12,Nicholsonville,9,4,1,2.25,Low,Не будь слабим. Збільшуй навчання!
Jamie Lopez,10,Wilsonburgh,2,4,1,0.5,High,Покращувати ефективність
