Name,Age,City,Score,Hours_Study,Projects,Efficiency
Brandy Guzman,13,Lake Lisatown,5,4,2,1.25
Linda Stephens,12,East Michaelborough,4,3,3,1.3333333333333333
Richard Patterson,12,Jonathanport,3,3,2,1.0
Amanda Morales,18,Maryberg,4,3,1,1.3333333333333333
Ronald Davis,13,Matthewmouth,8,4,2,2.0
Tracy Pacheco,13,Joshuaberg,2,3,3,0.6666666666666666
Jessica Bray,17,Richardview,2,1,2,2.0
Dr. Dorothy Cannon DVM,11,Morrisburgh,9,4,2,2.25
Kimberly Ware,17,Navarroton,4,1,1,4.0
Victoria Smith,11,Lake Michael,2,3,3,0.6666666666666666
Brittany Figueroa,17,Saramouth,5,2,3,2.5
Charles Doyle,16,East Robertfurt,4,1,1,4.0
Samantha Brown,10,Port Jasmine,4,4,1,1.0
Carla Brown,18,West Eric,9,5,2,1.8
Theresa Downs,13,South Adamshire,7,2,1,3.5
Heidi Nguyen,14,South Richard,10,4,1,2.5
Willie Griffith,12,Hunterport,10,3,2,3.3333333333333335
Kristen Parks,10,West Ronaldmouth,4,1,2,4.0
Isaac Hammond,11,Brendaview,12,2,2,6.0
Timothy Scott,18,Thomaston,10,5,1,2.0
Cody Lee,15,Jonathanport,12,5,2,2.4
Matthew Conner,14,Mauriceside,9,5,1,1.8
Sonya Baxter,13,Port Ashlee,2,2,2,1.0
Brittany Richardson,17,North Corey,3,3,3,1.0
Karen Pierce,18,West Connor,6,3,1,2.0
Tracy Neal,15,Lake Valerieton,6,2,2,3.0
Joseph Howe,11,West Johnfort,3,2,2,1.5
David Berry,12,Gregoryshire,11,2,3,5.5
Mrs. Theresa Price PhD,18,East Sherri,2,3,1,0.6666666666666666
Amanda Dominguez,10,New Jose,11,3,2,3.6666666666666665
Trevor Harrison,14,Port Laurabury,8,1,3,8.0
Sheila Ward,12,Nicholsonville,9,4,1,2.25
Jamie Lopez,10,Wilsonburgh,2,4,1,0.5
Karina Murray,18,Williamsland,10,4,1,2.5
Christine Becker,15,Boydview,6,3,1,2.0
Eric Hutchinson,17,North Christopherberg,10,2,1,5.0
Mrs. Jennifer Smith,17,South Thomashaven,11,4,2,2.75
Michelle Suarez,18,West Angelamouth,3,2,3,1.5
Lauren Hill,15,Deanview,12,5,1,2.4
Zachary Elliott,10,New Dominiqueside,12,5,3,2.4
Mr. Brian Evans,15,South Lisa,4,5,2,0.8
Matthew Whitehead,18,Georgefurt,1,5,1,0.2
Corey Taylor,11,Ericville,11,3,1,3.6666666666666665
Carlos Smith,17,Wandaborough,4,3,2,1.3333333333333333
Kimberly Figueroa,11,Grayland,4,2,1,2.0
Jeffrey Harris,13,Hallstad,2,4,1,0.5
Christina Porter,12,South Heather,6,1,3,6.0
Sabrina Green,14,South Jeffrey,8,1,3,8.0
Michael Walls,14,East Emily,4,4,3,1.0
John Butler,14,Dawsonbury,6,3,3,2.0
Angela Parker,18,South Shawn,9,2,3,4.5
Jennifer Cunningham,11,West Leslieside,4,2,1,2.0
Gail Webb,10,New Melissachester,10,2,3,5.0
Jose Collier,10,Robertton,10,3,3,3.3333333333333335
Katie Cooper,11,South Kevin,11,4,3,2.75
Chris Beck,17,Toddland,4,1,2,4.0
Michael Evans,18,Johnside,7,4,2,1.75
Patrick Riley,16,Carolynport,10,1,1,10.0
Leslie Humphrey,16,Port Heather,6,3,1,2.0
Christopher Cox,17,West Johnny,8,4,1,2.0
Jeremy Bradley,16,Port Amber,7,5,2,1.4
Anthony Taylor,14,Martinchester,10,2,3,5.0
Shannon Jones,16,Nicoleton,10,4,2,2.5
Jason Farley,18,South Andreaside,9,4,3,2.25
Emily Butler,12,Johnsonburgh,7,5,1,1.4
Robert Johnson,15,Sandrabury,5,5,1,1.0
Raymond Knapp,18,West Sandyport,9,2,2,4.5
David Daniels,16,Jasonfort,7,2,3,3.5
Paul Harvey,13,East Jacqueline,11,5,1,2.2
Terry King,14,Hannahland,4,3,1,1.3333333333333333
Denise Lopez,11,West Marthachester,12,3,1,4.0
Nancy Rice,10,Andradetown,10,1,1,10.0
Randy Ochoa,16,Kevinburgh,7,2,2,3.5
Wayne Adams,10,South Kellyview,4,5,2,0.8
Kaylee Sparks,12,Sergioberg,2,2,2,1.0
Dwayne Barrett,18,West Alicia,2,2,3,1.0
Ronnie Deleon,16,North Kimstad,8,2,2,4.0
Ashley Clarke,17,South Williamshire,5,3,3,1.6666666666666667
Cassandra Simmons,15,Johnchester,5,1,3,5.0
Emily Lynn,11,New Stevenshire,7,2,2,3.5
Molly Flores,18,Jessicabury,11,2,1,5.5
Todd Thomas,15,West Shawn,3,4,3,0.75
John Thompson,11,Lake Darius,9,1,3,9.0
Patricia Woodward,12,Antonioview,1,1,2,1.0
Veronica Rivas,17,Brandonborough,6,2,1,3.0
Jennifer Jenkins,13,Johnsonchester,9,5,1,1.8
Stephanie Lopez,15,Virginiamouth,8,5,1,1.6
Joseph Berry,13,Warebury,11,2,3,5.5
Mary Armstrong,16,Maldonadoville,2,2,2,1.0
Rebecca Williams,13,Lake Madison,7,2,3,3.5
Megan Wilson,17,New Cynthia,7,2,3,3.5
Mary Washington DDS,16,Lake Conniefort,6,1,2,6.0
William Webb,13,Port Brittanyshire,8,4,1,2.0
Jeffrey Perkins,10,Jonathanstad,1,3,3,0.3333333333333333
Christine Campbell,18,Tanyaland,9,3,2,3.0
Sharon Garcia,11,South Johnview,7,3,1,2.3333333333333335
Melissa West,18,Cardenasfurt,5,5,3,1.0
Lisa Compton,18,West Sarah,10,3,2,3.3333333333333335
Brianna Suarez,11,Owenshaven,5,4,2,1.25
Kathleen Holloway,12,Howellstad,6,5,1,1.2
Michael Armstrong,16,Figueroahaven,12,3,3,4.0
Brittany Patterson,10,Michaelstad,10,3,2,3.3333333333333335
Erin Thompson,16,Mathewschester,1,2,2,0.5
Robert Hernandez,11,Lake Karenland,4,1,3,4.0
Lisa Wheeler,14,West Christyborough,12,5,1,2.4
Heidi Mejia,12,Thompsonburgh,10,2,2,5.0
Patricia Hobbs,10,Brewermouth,6,4,1,1.5
Samantha Cox,17,Rodriguezstad,2,1,3,2.0
Kathryn Navarro,18,Lake Emilyburgh,5,1,3,5.0
Kathleen Arroyo,15,West Paul,7,4,1,1.75
Jeffrey Odom,18,Goodmanburgh,9,5,1,1.8
Eric Erickson,16,Lake Stevenmouth,9,3,2,3.0
Raymond Jensen,16,Christinaside,7,5,3,1.4
Colleen Brown,16,Sherryfurt,1,4,2,0.25
David Fowler,17,South Briannatown,7,1,3,7.0
Gloria Kennedy,12,Annborough,10,5,3,2.0
Alexa Marks,11,Lake Melinda,3,4,2,0.75
Sandra Russell,12,East Christina,10,5,3,2.0
Colton Chase,13,North Bradytown,8,4,1,2.0
Maria Campbell,14,Lake Daniellestad,8,2,3,4.0
Thomas Bender,13,Davidview,7,4,2,1.75
Benjamin Mata,10,Martinezmouth,5,2,1,2.5
Gregory Wang,16,Hodgebury,2,5,1,0.4
Brandon Wright,14,South Anthonyside,2,3,1,0.6666666666666666
Michelle Elliott,17,Lake Lauren,8,1,3,8.0
Joseph Sosa,14,New Heather,7,2,3,3.5
Diana Chapman,15,Knapptown,4,1,2,4.0
Jane King,12,Clarkburgh,8,4,1,2.0
Joseph Jones,16,Cherylstad,12,1,2,12.0
Jonathon Curtis,16,Warrentown,10,5,1,2.0
Brandon Campbell,15,Juanberg,3,1,2,3.0
Cheryl Morris,15,North Stevenfurt,3,4,1,0.75
Johnny Cobb,15,Howardfurt,12,1,3,12.0
Sherry Barnes,14,South Rose,1,1,2,1.0
Susan Burton,15,Aprilton,5,4,3,1.25
Crystal Butler,15,Port Jason,5,4,3,1.25
Jason Garcia,16,Williamville,6,5,2,1.2
Matthew Rhodes,13,Lake Clarence,3,4,3,0.75
Lance Jensen,16,Lake Morgan,2,5,3,0.4
Mr. Alan Logan,17,Kathleenfort,6,1,1,6.0
Jamie Greene,11,Riveraport,11,4,2,2.75
Kathleen James DDS,15,Ericstad,1,5,1,0.2
Jonathon Black,13,New Jacob,3,5,1,0.6
Angela James,17,South Dianetown,4,2,3,2.0
Jacqueline Jones,17,West Jonathanmouth,1,4,2,0.25
April Cobb,10,Lake John,9,3,2,3.0
Scott Reeves,16,Cindyport,11,1,3,11.0
Tyler Hamilton,14,Lake Stacey,6,2,2,3.0
Guy Garrett,16,Wrightbury,10,5,2,2.0
Vickie Lambert,14,Jacobsonfort,2,4,2,0.5
Heather Stewart,17,Jacktown,6,4,2,1.5
Lori Giles,12,Lake Stephanie,1,3,3,0.3333333333333333
Joseph Barnes,15,Finleystad,9,3,2,3.0
Roy Taylor,18,Smithberg,5,5,3,1.0
Kevin Robinson,17,East Williamtown,7,2,3,3.5
Benjamin Ramos,12,Haroldbury,6,4,2,1.5
Cindy Baldwin,12,Jacksonfurt,3,1,2,3.0
Victoria Caldwell,11,New Christopher,7,2,1,3.5
Christopher Anderson,13,Ruizhaven,11,1,3,11.0
Marcus Evans,13,Turnerton,6,2,3,3.0
Theresa Ortiz,18,Jonesfurt,12,2,1,6.0
Robert Osborne,11,Port Bonnietown,9,1,2,9.0
Jodi Smith,11,Bradleybury,7,2,2,3.5
Steven Walton,12,Willieborough,9,1,1,9.0
Kathryn Turner,17,East Jessica,1,2,1,0.5
Lisa Baker,17,New Eric,9,3,3,3.0
Amanda Carey,12,Michellemouth,9,2,2,4.5
Daniel Jackson,15,East Holly,9,3,1,3.0
Dennis Taylor,15,Port Kellyberg,9,3,3,3.0
Debra Washington,13,Port Mark,8,5,1,1.6
Samantha Smith,14,Lake Barbaraview,12,4,2,3.0
Kathleen Barnett,12,Veronicamouth,2,1,1,2.0
Erin Page,14,North Brian,1,2,2,0.5
Evan Turner,10,Leeville,11,3,1,3.6666666666666665
Richard Carr,15,Port Craigside,10,3,2,3.3333333333333335
Dennis Griffith,15,New Theresastad,6,1,1,6.0
Kara Shaw,15,Wattsfurt,9,3,2,3.0
Joshua Allen,14,Port Pamelastad,5,5,3,1.0
Sandra Diaz,18,North Cynthia,4,2,1,2.0
Christopher Mcclain,15,Samanthafurt,1,2,1,0.5
Vincent Gomez,13,Lake Veronica,12,4,1,3.0
Sandra Hawkins,11,Port Christopher,11,3,2,3.6666666666666665
Paul Contreras,14,East Paul,3,2,2,1.5
Charlotte Jackson,18,Wallmouth,11,2,1,5.5
Kyle Duncan,11,Lorraineview,10,3,3,3.3333333333333335
Seth Wright,17,East Terri,5,1,2,5.0
Evelyn Mejia,11,East Matthewmouth,6,3,3,2.0
Kendra Palmer,15,West Taramouth,8,5,1,1.6
Brittney Barnes,17,South Devin,6,1,2,6.0
Dawn Buchanan,15,Chavezbury,9,5,3,1.8
Kathleen Benson,13,East Emmafort,8,1,3,8.0
Ricky Anderson,17,South Jacobstad,12,1,1,12.0
James Tucker,10,Lake Michael,8,5,1,1.6
Charles Mitchell,10,West Daniel,5,5,2,1.0
Bryan Greene,18,Rickyville,5,3,3,1.6666666666666667
Donna Johnson,11,South Nancy,9,2,1,4.5
Michael Spencer,11,Denniston,9,2,3,4.5
Tammie Tucker,14,Brandonport,10,5,3,2.0
Peter Wood,12,Larsenburgh,5,2,1,2.5
Brian Cooke,11,South Maria,9,5,2,1.8
Mrs. Ruth Lewis,12,Smithfurt,12,2,1,6.0
Amber Benson,16,East Jeffreyborough,8,3,1,2.6666666666666665
William Parker,17,Jenniferbury,4,4,3,1.0
Rodney Valentine,18,Savagemouth,6,2,2,3.0
Shane Gibbs,17,Owensfort,12,4,1,3.0
Kaitlyn Lewis,10,Hamptonborough,3,1,2,3.0
Melissa Barnes,14,Russellberg,9,2,2,4.5
John Rodriguez,15,North Jessicatown,1,5,2,0.2
Lucas Moran,14,Port Michellechester,9,5,1,1.8
Aaron Morris,11,Lucerostad,2,4,1,0.5
Ana Reed,17,Christianburgh,8,4,2,2.0
Cheryl Stewart,13,East Nicolemouth,6,5,2,1.2
Katrina Rodriguez,15,Watsonbury,6,3,2,2.0
Jaime Roberts,13,New Matthewview,8,5,1,1.6
Benjamin Ryan,11,Lake David,7,4,3,1.75
Misty Johnson PhD,12,North Stephaniemouth,7,3,2,2.3333333333333335
Francisco Calderon,14,Johnsonfurt,10,1,1,10.0
Tracey Shepherd,18,New James,10,2,1,5.0
Madison Rice,18,South Samuelview,12,5,3,2.4
Susan Bauer,10,Lauraville,5,3,3,1.6666666666666667
David Collins,12,Susanport,12,3,2,4.0
Amanda Kelley,18,Kelseystad,7,1,2,7.0
Dylan Cooper,13,Ericmouth,9,4,3,2.25
Mark Sharp,12,Heatherfurt,2,5,2,0.4
Whitney Simmons,10,Port Evan,11,1,2,11.0
Christy Lopez,11,Tylerport,1,1,1,1.0
Samantha Ford,11,North Williamhaven,9,4,2,2.25
Edward Ortiz,10,South Kevin,4,3,2,1.3333333333333333
David Lee,11,Wilcoxport,10,5,3,2.0
Melissa Shaw,15,North Pamela,11,2,3,5.5
Hannah Bailey,13,Kellyhaven,10,4,1,2.5
Roger Martin,16,Brandyshire,2,4,1,0.5
Tiffany Diaz,13,Valentinemouth,12,4,2,3.0
Dr. John Smith,17,Brandonberg,4,3,2,1.3333333333333333
Debra Ferguson,14,Coxberg,7,3,1,2.3333333333333335
Michael Ruiz,12,Petersonmouth,7,2,2,3.5
Rachel Ortiz,14,Port Lancebury,3,1,1,3.0
William Johns,13,South Sheri,5,2,3,2.5
Abigail Fox,17,Dunntown,12,3,1,4.0
Ashley Smith,18,South Larryport,8,5,2,1.6
Kristy Dunn,16,South Cory,10,3,1,3.3333333333333335
Samuel Lopez MD,18,Acostafort,2,3,3,0.6666666666666666
Melissa Davis,15,East Lisashire,12,4,3,3.0
Melinda Burgess,11,Kimberlyburgh,1,2,1,0.5
Brenda Francis,17,Lake Brandon,12,5,3,2.4
Corey Fitzgerald,12,South Dillon,5,5,2,1.0
Thomas Smith,14,East Sethfort,7,5,2,1.4
Jamie Thompson,15,Grayside,8,1,1,8.0
Timothy Merritt,18,Benjaminhaven,12,4,1,3.0
Joseph Robinson,13,Amyland,2,3,3,0.6666666666666666
Hannah Reed,13,North Andrewmouth,12,5,1,2.4
Deborah Kennedy,10,Samanthaside,8,4,3,2.0
Adrienne Trevino,16,Thomasburgh,10,4,2,2.5
Ryan Klein,14,Ponceside,11,3,3,3.6666666666666665
Darren Carey,17,Lake Angelica,9,2,1,4.5
Jordan Grant,13,North Jeffrey,4,4,2,1.0
Ryan Nguyen,12,Tiffanyfurt,6,2,2,3.0
Juan White,14,Lake Natalie,10,4,1,2.5
Monica Robinson,10,Perezstad,7,5,1,1.4
Michelle Ho,12,South Shannon,6,3,3,2.0
Suzanne Martinez,17,New Steven,2,3,3,0.6666666666666666
Kristina Smith,16,Taylortown,2,2,1,1.0
Danielle Mueller,14,Markland,9,2,3,4.5
Rachel Lopez,16,Pattersonstad,10,3,2,3.3333333333333335
Lisa Hanson,10,Chandlerchester,4,1,1,4.0
Lisa Strong,10,New Linda,8,2,1,4.0
Paula Aguilar,10,South Jamesville,11,2,3,5.5
Victoria Robinson,17,Lake Zachary,5,4,2,1.25
Bobby Yu,11,North Tonyshire,11,4,3,2.75
Micheal Nelson III,16,Jamesmouth,7,3,1,2.3333333333333335
Christopher Young,17,South Sonia,2,1,1,2.0
Yvonne Hickman,14,Kristinamouth,6,2,1,3.0
Nicholas Zimmerman,10,Lake Grant,1,5,3,0.2
Eric Deleon,18,Angelaside,8,2,2,4.0
Brett Guzman,10,North Michaelville,4,1,1,4.0
Michael Avery,11,Lake Kathryn,1,2,3,0.5
Whitney Stephens,15,Port Daniel,2,4,3,0.5
John Turner,17,Frankside,10,5,1,2.0
Ann Morgan,18,Thomasshire,2,3,2,0.6666666666666666
Lauren Bailey,15,West Kelliberg,8,4,1,2.0
Thomas Kelly,18,South Eric,9,4,2,2.25
Taylor Vasquez,14,Morganton,11,1,2,11.0
Brooke Ellis,15,Julieborough,5,5,2,1.0
Tammy Bowers,11,Lake Timothyburgh,10,2,2,5.0
Amy Moore,15,West Miguel,6,2,1,3.0
Sarah Sutton,12,Lake Chasefort,7,2,1,3.5
James Huff,18,Arnoldview,8,4,3,2.0
Todd Brown,12,Harrellton,9,5,1,1.8
Nancy Taylor,11,New Kevin,7,3,3,2.3333333333333335
Louis Rich,17,West Veronicafurt,6,1,1,6.0
Carrie Parker,14,South Alyssaville,11,2,3,5.5
Amy Wilson,12,West Jerry,1,3,3,0.3333333333333333
Anthony Sanchez,14,Randalltown,7,4,3,1.75
Terry Thomas,15,South Hollyshire,3,2,3,1.5
Olivia Russell,11,Lake Jessemouth,8,2,1,4.0
Michael Vasquez,16,Amandabury,4,2,1,2.0
Lisa Holmes,18,West Geoffrey,10,2,2,5.0
Taylor Bennett,13,Tylermouth,1,1,3,1.0
Steven Estrada MD,13,Martinezhaven,5,1,1,5.0
Susan Perez,13,Scottshire,9,3,1,3.0
Jacob Garcia,14,Port Garystad,12,4,1,3.0
Patrick Carlson,10,Katieshire,5,5,3,1.0
Andrea Barr,12,Charlesmouth,8,5,3,1.6
Ronald Morris,14,Matthewville,9,1,3,9.0
Christina Rojas,17,North Jeffreyport,11,1,1,11.0
Larry Cook,11,Jenniferview,7,4,3,1.75
Kelli King,15,South Christopherfort,2,5,1,0.4
Michelle Salazar,14,Lake Sabrinafurt,9,3,1,3.0
Megan Mcdonald,11,Newtonville,6,1,3,6.0
Timothy Hill,17,Port Tonibury,7,5,3,1.4
Elizabeth Marshall,18,Steventown,3,2,1,1.5
Jessica Hull,18,South Christian,4,3,2,1.3333333333333333
Adriana Russell,10,Anthonyshire,1,3,1,0.3333333333333333
Kevin Harper,10,Daisyport,4,3,2,1.3333333333333333
Mason Livingston,12,Kaylaport,4,3,1,1.3333333333333333
Amanda Moore,15,South Debrahaven,2,1,1,2.0
Blake Lyons,12,East Alexis,10,2,2,5.0
James Hill,18,Dylanmouth,9,1,2,9.0
Kelly Hunt,13,Josephburgh,5,3,2,1.6666666666666667
Tony Garza,16,Port Brianchester,9,3,2,3.0
Lauren Ross,13,Hendricksborough,3,2,3,1.5
Christina Manning,16,Lake Angela,12,2,2,6.0
Mike Campbell,16,East Robert,7,3,1,2.3333333333333335
Destiny Nelson,13,Lake George,6,1,1,6.0
Joseph Perez,15,Lake Crystal,7,2,2,3.5
Holly Carpenter,17,Patriciahaven,3,3,1,1.0
Anne Walker,15,South Claudiaton,6,5,2,1.2
Mr. Dennis Thomas,18,Hurleyview,7,1,1,7.0
Alison Scott,18,Jeremystad,7,4,2,1.75
Kevin Conley,11,West Victor,7,5,3,1.4
Cory Bailey,16,South Nicole,11,5,2,2.2
William Clark,15,Morganborough,8,3,2,2.6666666666666665
Charlene Blankenship,17,Shawnbury,1,3,1,0.3333333333333333
Aimee Robles,17,Morrisstad,7,1,3,7.0
Nathan Hernandez,15,New Rhonda,10,1,3,10.0
Brian Dixon,15,Rachelborough,9,4,2,2.25
Aaron Glover,18,Michaelbury,4,5,2,0.8
Zachary Hall,16,New Michaelchester,9,2,1,4.5
Samuel Kelley,16,Lake Ginaton,11,4,2,2.75
Shirley Rojas,15,Gonzalezborough,1,5,2,0.2
Jason Blankenship,11,New Jasminefurt,7,1,1,7.0
Denise Maynard,18,Lake Lucasstad,12,3,1,4.0
Kyle Morales,14,East Derekfurt,3,2,2,1.5
Eric Wilson,13,Jameschester,7,3,3,2.3333333333333335
Patricia Baker,14,Hornehaven,3,2,2,1.5
Jessica Mitchell,11,Dustinshire,6,5,2,1.2
Anna Melendez,17,East Justinfort,6,3,3,2.0
Bonnie Cook,14,Anthonyland,6,3,1,2.0
Jacob Tucker,13,Barbarahaven,12,1,1,12.0
Edward Stewart,12,Manuelville,11,2,2,5.5
Dustin Webb,15,West Michele,11,2,3,5.5
Eileen Lynch,11,Lake Elainestad,11,5,3,2.2
Brittney Morgan,11,Rittertown,2,1,3,2.0
Benjamin White,17,West Sarahmouth,10,3,1,3.3333333333333335
Brittany Williams,14,North Leon,5,3,2,1.6666666666666667
Anthony Jackson,18,Lewisfurt,1,3,1,0.3333333333333333
Marcia Mccoy,11,Lake Mary,12,4,2,3.0
Dylan White MD,10,East Sarahland,4,3,1,1.3333333333333333
Perry Schmitt MD,11,South Shannon,11,5,1,2.2
Chelsea Goodwin,18,Currytown,3,1,1,3.0
Jerry Hall,15,Lake Carol,9,4,1,2.25
Kendra Mills,18,New Micheletown,6,2,3,3.0
Rebecca James,17,Stephaniemouth,6,4,2,1.5
Kathleen Perry,15,Morganville,8,2,3,4.0
Ashley Mcconnell,10,South Christineview,8,4,3,2.0
James Keller,11,Hollandberg,7,5,2,1.4
Joseph Warren MD,13,Lake Tanner,2,1,2,2.0
Roberto Jones,16,Paulton,2,4,1,0.5
Ryan Mann,17,Hoffmanmouth,11,4,2,2.75
Brooke Schmidt,15,South Jacob,4,5,2,0.8
Charles Moore,18,Justinfurt,4,4,2,1.0
Robin Hill,11,Port Daryl,7,4,2,1.75
Ms. Sheila Jarvis,18,Herreraview,7,3,3,2.3333333333333335
Patrick Harrison,16,Valenzuelaton,11,5,2,2.2
Angela Cox,16,West Patrick,11,1,1,11.0
Benjamin Edwards,18,North Jasonland,10,3,1,3.3333333333333335
Joseph Horn,18,East Kyleshire,10,1,1,10.0
Aaron Lyons,11,East David,4,1,1,4.0
Kimberly Baker,12,Dustinbury,12,3,2,4.0
Laura Underwood,10,Walshland,2,5,1,0.4
Bryan Cruz,12,Port Michaelberg,1,2,2,0.5
Anna Wolf,11,Lake Heather,6,2,1,3.0
Michael Willis,11,Carlsonport,11,4,1,2.75
Taylor Figueroa,14,East Jessica,12,4,3,3.0
Michele King,13,West Morganland,7,1,1,7.0
Tracy Short,16,Derrickfort,12,5,2,2.4
Mr. Scott Donovan,15,West Nicholasside,3,5,2,0.6
Matthew Wise,16,Mcknightton,4,5,3,0.8
Kayla Brown,17,Bradleyview,12,3,1,4.0
Melanie Barker,17,Marthafort,8,4,2,2.0
Jonathan Morris,11,Jonesside,4,3,1,1.3333333333333333
Kimberly Mcknight,17,Lake Thomas,6,5,2,1.2
Kimberly Williams,17,Patrickmouth,9,3,3,3.0
Jonathan Davis,14,Timothyberg,3,2,1,1.5
Casey Henderson,11,Nunezhaven,5,3,2,1.6666666666666667
Nancy Bishop,18,Rogersmouth,12,5,2,2.4
Vanessa Peters,18,Lake Dominique,12,1,3,12.0
Chloe Ramos,13,Danielleland,5,1,3,5.0
Kevin Moore,11,Port Leetown,6,5,3,1.2
Christopher Cook,16,Rachelport,5,3,2,1.6666666666666667
Anthony Reed,13,Taylormouth,4,3,3,1.3333333333333333
Mary Walls,17,Feliciahaven,2,3,2,0.6666666666666666
Cheryl Sanders,15,New Cody,11,4,3,2.75
David Hull,14,Lake Robert,9,5,1,1.8
Corey Murray,10,Walkerfort,1,3,1,0.3333333333333333
Dustin Clark,18,Port Alejandroborough,2,2,2,1.0
Garrett Miller,16,East Kennethview,1,3,3,0.3333333333333333
Tiffany Hoffman,12,East Brooke,12,4,1,3.0
Timothy Huffman,15,Watkinsberg,11,2,2,5.5
Marilyn Stanley,11,Aguilarville,4,3,3,1.3333333333333333
Edward Welch,14,South Pamelaburgh,3,1,3,3.0
April Ortiz,18,Paynemouth,3,3,3,1.0
Kristin Johnson,13,South Connieton,9,4,3,2.25
Daniel Cuevas,16,Brownmouth,3,1,2,3.0
Barbara Quinn,12,New David,1,2,1,0.5
Lori Foster,11,Sandrahaven,11,2,2,5.5
Michael Baird,11,Hillfort,8,5,3,1.6
Brenda Wilson,15,New Jennifer,12,3,2,4.0
Monique Leonard,13,Roytown,5,1,1,5.0
Patrick Griffin,10,Estesbury,2,3,3,0.6666666666666666
Thomas Reeves,15,Lake Heather,10,5,1,2.0
Brian Stewart,13,Port Kelly,2,5,1,0.4
Calvin Johnson,13,South Anthony,3,2,2,1.5
Robert Smith,10,Lake William,3,5,1,0.6
Joseph Kelly,18,Wrightfort,3,2,2,1.5
Leslie Cook,10,Martinland,9,4,1,2.25
Jill Baldwin,15,East Richardfort,11,2,3,5.5
Lisa Cooper,13,Travisfurt,9,5,1,1.8
Linda Rodriguez,12,Jennahaven,4,1,3,4.0
Martin Perez,14,West Christopher,4,5,2,0.8
Kathleen Warren,18,Erinshire,4,2,1,2.0
Heather Jackson,14,East Josestad,2,2,3,1.0
Michael Rodriguez,13,Victoriachester,10,3,1,3.3333333333333335
Antonio Wolfe,10,Stevenstad,3,5,1,0.6
Shane Williams,10,Williambury,1,5,1,0.2
Matthew Holt,11,Lake Amandafort,10,4,1,2.5
Cheryl Alvarado,18,Nicoleport,4,4,2,1.0
Tyler Bird,15,North William,7,5,3,1.4
Erika Underwood,10,West Tanya,2,5,3,0.4
Kristi Martinez,13,West Alanton,4,2,1,2.0
Brooke Johnson,15,Brettport,11,1,2,11.0
Melissa Woods,18,East Mariahburgh,6,1,3,6.0
James Neal,16,South Antoniofort,3,5,2,0.6
Joseph Willis,12,Andrewmouth,3,1,2,3.0
Sandra Pitts,12,Lake Michelle,6,5,3,1.2
Nicole Mcdonald,16,Lake Christina,1,2,3,0.5
Makayla Castaneda,12,Lake Paul,12,1,3,12.0
Mrs. Anna Scott DVM,13,Margaretchester,3,3,1,1.0
Caitlin Mcmahon,10,Lake Seantown,10,5,2,2.0
Catherine Robinson,12,Bradleyborough,11,2,3,5.5
Angela Patterson,14,Michaelshire,2,4,1,0.5
April Clements,16,New Williamshire,3,2,3,1.5
Andrew Alexander,10,Mariamouth,1,2,2,0.5
Carolyn Coleman,13,South Lisaport,5,1,3,5.0
Kenneth Turner,17,South Ashleyburgh,12,4,2,3.0
Judith Gregory,13,Rebeccatown,6,4,3,1.5
Hector Faulkner,16,Manningmouth,1,2,1,0.5
Jessica Bartlett,17,Philipshire,10,1,1,10.0
Heather Blankenship,17,South James,5,2,3,2.5
Mary Patel,17,East Kellyburgh,4,4,2,1.0
Tonya Thompson,17,North Danielle,9,1,2,9.0
Alan Thomas,15,Wilsonmouth,7,5,1,1.4
Eric Lucas,11,East Nichole,10,4,3,2.5
Michelle Brennan,18,Lynnbury,2,1,1,2.0
Jeffrey Wilson,12,East James,10,3,3,3.3333333333333335
Travis Benton,11,South Martha,10,3,3,3.3333333333333335
Jordan Stevens,13,Longport,2,3,3,0.6666666666666666
Russell Weiss,16,Jamesstad,10,5,3,2.0
Dana Whitney,10,West Brenda,7,1,3,7.0
Felicia Hall,18,Meyerhaven,8,2,1,4.0
Teresa Monroe,11,Wolfemouth,1,1,2,1.0
Jenna Moon,14,Joyceshire,3,3,3,1.0
Daniel Bautista,13,Lake Gloria,5,4,2,1.25
Brian Diaz,17,Dianaberg,8,2,3,4.0
Wanda Mckinney,14,New Whitneyshire,12,4,1,3.0
Jennifer Boyd,13,Danaburgh,5,3,1,1.6666666666666667
Kelly Cooper,11,Stacyport,1,3,3,0.3333333333333333
Ryan Santiago,14,North Richard,1,5,1,0.2
John Pierce,10,New Nicholestad,2,3,3,0.6666666666666666
James Jones,18,East Amandaburgh,9,4,1,2.25
Paul Khan,18,Lake Alishaside,5,5,2,1.0
Ana Nichols,10,New Danielburgh,11,3,1,3.6666666666666665
Tiffany Brown,15,Lake Thomasview,7,3,2,2.3333333333333335
Tyler Brown,13,North Jenniferhaven,5,1,2,5.0
Erin Carlson,15,Port Steven,5,5,1,1.0
Tara Hull,10,East Jonport,6,1,3,6.0
Mr. Lee Daniels,11,East Christopher,10,1,1,10.0
Dr. Victoria Johnson DVM,17,Bakermouth,1,2,2,0.5
Kevin Alvarado,11,North Thomas,7,5,3,1.4
Amy Cox,18,Mullinsville,1,5,2,0.2
John Ray,12,South Sharistad,9,3,2,3.0
Eric Tucker,17,Port Williamstad,5,4,1,1.25
Miranda Davis,18,Frazierside,6,4,3,1.5
Kenneth Wolfe,16,Lake Haleychester,4,4,1,1.0
